0	-0.057464	-0.366332	-10.001090	0.017977	0.009987	-0.002397
1	0.019155	-0.409429	-10.041794	0.017178	0.008789	-0.003063
2	-0.031126	-0.359149	-9.948415	0.022637	0.010520	-0.002663
3	-0.047886	-0.397458	-10.068131	0.018909	0.011052	-0.033423
4	-0.047886	-0.359149	-10.037005	0.022504	0.011452	-0.005726
5	-0.035915	-0.368726	-10.003485	0.028763	0.014648	-0.002663
6	-0.021549	-0.383092	-9.960386	0.023836	0.013715	-0.006259
7	-0.033521	-0.385486	-9.998695	0.019974	0.009721	-0.003063
8	0.280136	-0.356754	-9.967569	0.017044	0.010653	-0.004261
9	-0.007183	-0.387880	-10.072920	0.020507	0.014514	-0.008522
10	-0.031126	-0.368726	-10.001090	0.019841	0.010520	-0.001598
11	0.107745	-0.380697	-10.068131	0.023303	0.014115	0.007723
12	0.265770	-0.421401	-10.056160	0.019708	0.010120	0.012650
13	1.814897	-0.311262	-10.319535	-0.030760	0.008256	-0.018909
14	1.041531	-0.462104	-9.804755	0.033024	0.010253	-0.173241
15	0.577032	-0.538723	-10.080103	-0.028230	-0.022238	-0.191617
16	0.244221	-0.083801	-8.966743	0.071773	0.027964	-0.217051
17	-0.141265	0.883505	-8.861392	-0.047671	0.012384	-0.146343
18	-0.098167	-0.011972	-9.711377	0.060721	0.005460	-0.143014
19	-0.059858	-0.366332	-11.334728	0.086820	0.000266	-0.084557
20	0.067041	0.172391	-8.811111	0.040747	0.012118	-0.132627
21	-0.342388	-0.344783	-9.706589	0.020373	0.015447	-0.143280
22	-0.610553	-0.184363	-9.203780	0.003995	0.014914	-0.109058
23	-1.364764	-0.057464	-10.008273	0.026765	0.005859	-0.064583
24	-1.405468	-0.826042	-10.379394	0.012384	0.009454	-0.023969
25	-0.565060	-0.531540	-10.044188	0.021039	0.006392	-0.033290
26	-0.952941	-0.342388	-10.278831	0.028629	0.007723	0.040081
27	-0.945758	-0.498019	-9.606027	0.011185	0.008389	0.094943
28	-0.950547	0.208306	-9.433636	0.037019	0.030094	0.220380
29	-0.052675	0.371120	-10.810371	-0.063784	0.012783	0.266853
30	-0.122111	-1.455749	-10.245311	0.026233	0.019575	0.231033
31	-0.177180	-0.699143	-9.941232	-0.024368	0.029828	0.175638
32	-0.074224	0.131688	-8.248446	0.048337	0.019575	0.197743
33	-0.280136	0.598581	-9.471945	0.009588	0.017444	0.213189
34	-0.517174	0.270559	-10.910933	-0.023436	0.017710	0.221978
35	0.215489	0.217883	-8.777591	-0.008123	0.026233	0.248743
36	-0.272953	-1.352793	-8.851814	0.089617	0.020906	0.292553
37	0.220278	-0.174786	-9.874191	0.038084	0.026233	0.273378
38	0.215489	0.148448	-9.706589	0.039016	0.029961	0.288824
39	0.885900	-0.117322	-9.579689	-0.030893	0.018243	0.227970
40	0.890688	-0.761395	-9.773629	0.091481	0.020773	0.182696
41	1.398285	-0.339994	-10.230946	0.024368	0.018376	0.088019
42	0.883505	-0.380697	-10.247705	0.013715	0.009721	0.100669
43	1.778983	-0.589004	-10.202213	0.017577	0.012917	0.019441
44	1.601803	-0.359149	-9.989119	-0.017178	0.007324	-0.153534
45	0.792521	-0.052675	-10.254889	0.012118	0.029162	-0.252472
46	0.222672	-0.335205	-9.565323	0.048470	0.009588	-0.226772
47	0.553089	-0.668016	-9.488705	-0.025300	-0.000533	-0.234628
48	0.186757	0.292107	-10.084891	-0.033423	0.001332	-0.290688
49	-0.067041	-0.263376	-9.440819	-0.039815	0.002264	-0.308798
50	-0.517174	-0.900266	-10.647557	0.038883	0.004794	-0.310662
51	-0.507597	-0.794915	-8.289148	0.073238	0.005992	-0.241552
52	-0.883505	-0.993644	-8.530975	0.015313	-0.005726	-0.251539
53	-0.634496	-0.035915	-9.799967	0.155797	0.007856	-0.250874
54	-1.371948	-0.474076	-11.157549	-0.025034	0.033024	-0.187889
55	-1.814897	-0.325628	-9.538985	-0.025300	-0.002930	-0.113719
56	-1.652083	-0.773367	-10.228551	0.012384	0.010786	-0.031159
57	-1.412651	-0.816464	-10.051371	0.001198	0.009588	-0.101335
58	-2.004049	-0.306473	-10.451223	0.007990	0.014648	0.148340
59	-1.520396	0.411824	-8.902096	0.101867	0.025833	0.271247
60	-1.022376	-0.016760	-9.713771	0.029695	0.016778	0.338360
61	-0.818859	-0.399852	-9.941232	0.088152	0.027031	0.404141
62	0.308868	-1.187585	-10.594882	0.059389	0.027165	0.368720
63	0.900266	-0.215489	-9.869402	0.038217	0.024368	0.216518
64	0.586609	-0.371120	-9.711377	0.013449	0.013982	0.221978
65	0.775761	-1.084629	-9.874191	0.031293	0.016778	0.270315
66	1.455749	-0.723086	-9.349834	0.055661	0.018243	0.150471
67	0.787732	-0.100562	-10.659529	0.046872	0.018110	0.096541
